    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    2.797173    1.614955   14.740141   11.222429     0.749140    99.752026
    2    2.797184    8.074755   23.875719   11.216652     0.656279    14.022725
    3    0.000000    0.000000   19.307950   11.211583     0.631087    14.119165
    4    5.594351    6.459810   14.740141   11.201906     0.749140   100.862779
    5    5.594363    3.229900   23.875719   11.226098     0.671316    14.119165
    6   -2.797178    4.844855   19.307950   11.201692     0.631087    14.089556
    7   -2.797173    8.074755   23.875719   11.230403     0.671316    14.065023
    8    5.594357    0.000000   19.307950   11.205263     0.631087    14.108167
    9   -0.000006    6.459810   14.740141   11.225218     0.749140   101.946461
   10    8.391530    1.614955   14.740141   11.226043     0.749140   100.191082
   11    2.797178    4.844855   19.307950   11.194437     0.631087    14.037952
   12    0.000006    3.229900   23.875719   11.237982     0.671316    14.100554
   13    0.527123    0.753181   28.481309    1.089553     0.141404   920.192244
   14   -5.547012    9.633849   28.207599    6.519438     0.593218   301.393834
   15    6.992941    4.037382   21.591814   10.011825     0.933342    15.825477
   16    2.783629    4.850436   26.181700    9.951502     0.875464    48.858740
   17    6.964527    2.442369   26.139357    9.785335     0.786141    47.887571
   18    4.195762    4.037382   21.591814   10.080860     1.062192    16.119873
   19    9.790130    0.807473   17.024046    9.803881     0.905490    15.085257
   20    4.195762    4.037382   14.740141   10.033678     0.679278   105.694088
   21    9.790130    0.807473   23.875719    9.984633     0.879767    15.792485
   22    6.992946    2.422427   19.307950   10.065757     1.021337    16.196010
   23    5.594351    1.614955   14.740141    9.970205     1.043881   104.050377
   24    5.584282    4.829361   26.140302   10.131536     0.995876    49.590500
   25    5.594357    4.844855   19.307950    9.883485     0.742277    15.487091
   26    6.992941    4.037382   14.740141    9.978651     0.679278   104.722920
   27    6.992952    0.807473   23.875719    9.827593     0.892111    15.344123
   28   -1.398589    2.422427   19.307950    9.873399     0.896949    15.367810
   29   -1.404402    2.464994   26.120816   10.010867     1.037769    25.038042
   30    6.992952    0.807473   17.024046    9.868123     0.879116    15.480323
   31    8.391541    3.229900   23.875719    9.830676     0.705659    15.291673
   32   11.159036    0.019079   26.212903    9.559255     0.856153    15.377962
   33    2.797184    8.074755   17.024046   10.044542     0.781082    15.824631
   34    4.155751    7.262118   26.112183    9.783590     1.001308    26.653836
   35    1.398584    8.882237   21.591814   10.063773     0.949632    16.072499
   36    6.992952    5.652328   17.024046    9.840892     0.905490    15.239223
   37    1.398584    8.882237   14.740141   10.068958     0.679278   106.337022
   38    6.992952    5.652328   23.875719    9.977662     0.827142    15.789101
   39    4.195768    7.267283   19.307950   10.074361     1.021337    16.234079
   40    2.797173    6.459810   14.740141    9.976507     1.043881   103.599477
   41    5.594363    8.074755   23.875719    9.831648     0.705659    15.323820
   42    8.391535    0.000000   19.307950    9.920893     0.742277    15.613140
   43    4.195762    8.882237   14.740141    9.973245     0.679278   101.800955
   44    4.195773    5.652328   23.875719    9.748261     0.849958    15.014196
   45   -4.195768    7.267283   19.307950    9.878605     0.896949    15.366118
   46   -4.176534    7.264124   26.113622    9.949196     1.063586    26.746892
   47    4.195762    8.882237   21.591814   10.025918     1.011369    15.866084
   48    4.195773    5.652328   17.024046    9.875017     0.905490    15.460020
   49    2.758275    9.677133   26.118309    9.907953     1.002500    27.443122
   50    2.797173    6.459810   21.591814   10.063551     1.051409    16.120719
   51    5.594363    8.074755   17.024046    9.880824     0.893797    15.370348
   52    5.594351    6.459810   21.591814   10.137155     1.011369    16.021741
   53    5.594351    1.614955   21.591814   10.073543     0.937459    16.134255
   54    8.391541    3.229900   17.024046    9.904528     0.893797    15.493013
   55    1.398584    4.037382   21.591814   10.001099     0.933342    15.813634
   56    5.594363    3.229900   17.024046   10.020755     0.781082    15.676587
   57   -2.797173    8.074755   17.024046   10.028011     0.781082    15.691815
   58    5.583135    0.009903   26.183591    9.956488     0.856696    53.548772
   59    2.797184    3.229900   17.024046    9.930085     0.824085    15.620754
